115,51,4,0.46726235741444855,2
128,70,9,0.46726235741444855,2
154,77,21,0.46726235741444855,2
148,78,18,0.9618421052631578,0
157,54,23,0.08666666666666667,3
171,81,33,0.9828571428571428,0
142,76,17,0.1176,3
388,87,55,0.8488764044943822,1
384,84,53,0.1176,3
385,88,53,0.46726235741444855,2
383,90,52,0.14769230769230773,3
381,84,47,0.1176,3
203,89,46,0.46726235741444855,2
380,66,47,0.8448695652173915,1
201,72,46,0.8099999999999998,1
202,80,46,0.46726235741444855,2
198,84,45,0.1176,3
199,88,45,0.46726235741444855,2
197,76,44,0.9648684210526312,0
196,72,43,0.1176,3
194,60,42,0.8448695652173915,1
183,93,37,0.9618421052631578,0
156,93,22,0.08666666666666667,3
133,93,11,0.14769230769230773,3
147,92,18,0.9648684210526312,0
151,91,19,0.46726235741444855,2
122,91,5,0.9648684210526312,0
182,90,37,0.9648684210526312,0
186,90,38,0.14769230769230773,3
161,89,25,0.46726235741444855,2
126,88,6,0.1176,3
127,88,8,0.14769230769230773,3
130,88,9,0.44107142857142856,2
144,88,17,0.8488764044943822,1
170,88,32,0.1176,3
149,87,18,0.9618421052631578,0
141,87,16,0.8099999999999998,1
107,87,0,0.46726235741444855,2
158,86,23,0.46726235741444855,2
169,86,31,0.3773913043478261,2
166,85,29,0.14769230769230773,3
106,85,0,0.46726235741444855,2
105,84,0,0.46726235741444855,2
143,84,17,0.8448695652173915,1
160,84,24,0.46726235741444855,2
165,84,28,0.8488764044943822,0
191,84,39,0.1176,3
164,83,28,0.8448695652173915,1
162,83,25,0.8448695652173915,1
129,83,9,0.9618421052631578,0
121,83,5,0.9648684210526312,0
114,83,3,0.9618421052631578,0
136,82,14,0.9543333333333338,0
108,79,1,0.8448695652173915,1
135,80,12,0.46726235741444855,2
139,80,15,0.9618421052631578,0
181,80,37,0.46726235741444855,2
140,79,16,0.46726235741444855,2
113,79,3,0.9648684210526312,0
175,77,35,0.46726235741444855,2
119,76,4,0.14769230769230773,3
134,76,12,0.46726235741444855,2
190,76,39,0.08666666666666667,3
195,76,42,0.46726235741444855,2
180,75,36,0.9648684210526312,0
159,75,24,0.875925925925926,0
104,74,0,0.46726235741444855,2
103,73,0,0.9543333333333338,0
138,71,15,0.9618421052631578,0
137,70,15,0.9648684210526312,0
132,69,10,0.8099999999999998,1
112,67,2,0.9543333333333338,0
111,66,2,0.8488764044943822,1
118,66,4,0.46726235741444855,2
102,62,0,0.9648684210526312,0
110,62,2,0.8448695652173915,1
150,63,19,0.46726235741444855,2
193,74,40,0.44107142857142856,2
174,72,35,0.5342168674698796,2
168,68,31,0.46726235741444855,2
179,68,36,0.1176,3
189,62,39,0.875925925925926,1
117,58,4,0.8448695652173915,1
125,58,6,0.46726235741444855,2
146,59,18,0.9618421052631578,0
173,59,35,0.08666666666666667,3
172,59,34,0.9828571428571428,0
124,56,6,0.46726235741444855,2
153,57,20,0.08666666666666667,3
163,57,27,0.46726235741444855,2
123,55,6,0.46726235741444855,2
145,55,18,0.14769230769230773,3
178,56,36,0.9648684210526312,0
116,53,4,0.1176,3
120,50,5,0.1176,3
152,51,20,0.08666666666666667,3
155,51,22,0.9648684210526312,0
188,52,39,0.9543333333333338,0
187,51,39,0.5342168674698796,2
185,51,38,0.1176,3
177,51,36,0.46726235741444855,2
167,49,30,0.14769230769230773,3
184,49,38,0.9543333333333338,0
131,47,10,0.875925925925926,1
109,47,2,0.46726235741444855,2
192,47,40,0.9543333333333338,0
176,47,36,0.46726235741444855,2
92,45,39,0.44107142857142856,2
85,44,24,0.46726235741444855,2
82,44,17,0.1176,3
80,43,8,0.9543333333333338,0
