290,8,84,0.8448695652173915,1
247,21,67,0.9543333333333338,0
286,18,82,0.9543333333333338,0
284,19,81,0.8488764044943822,1
282,18,79,0.44107142857142856,2
267,23,73,0.8448695652173915,1
271,24,74,0.9648684210526312,0
268,24,73,0.8488764044943822,1
260,24,72,0.46726235741444855,2
250,24,68,0.9618421052631578,0
217,34,53,0.9543333333333338,0
257,25,70,0.9543333333333338,0
248,27,67,0.5342168674698796,2
281,27,78,0.8448695652173915,1
274,28,76,0.46726235741444855,2
254,28,69,0.5342168674698796,2
259,29,72,0.46726235741444855,2
265,30,73,0.46726235741444855,2
255,30,69,0.8099999999999998,1
251,30,68,0.1176,3
270,31,74,0.14769230769230773,3
275,32,76,0.08666666666666667,3
246,36,65,0.44107142857142856,2
278,38,77,0.8488764044943822,1
258,39,71,0.14769230769230773,3
280,39,78,0.46726235741444855,2
266,41,73,0.1176,3
291,14,86,0.9618421052631578,0
289,13,86,0.875925925925926,1
298,12,89,0.8448695652173915,1
300,12,90,0.46726235741444855,2
301,20,90,0.9618421052631578,0
303,11,92,0.875925925925926,1
304,28,92,0.08666666666666667,3
299,27,89,0.46726235741444855,2
293,28,88,0.8448695652173915,1
294,33,88,0.8448695652173915,1
295,34,88,0.5342168674698796,2
296,35,88,0.14769230769230773,3
297,37,88,0.8448695652173915,1
305,40,92,0.9543333333333338,0
302,42,90,0.5342168674698796,2
292,43,87,0.8448695652173915,1
225,30,55,0.8448695652173915,1
226,38,56,0.14769230769230773,3
230,39,59,0.8099999999999998,1
228,41,58,0.9648684210526312,0
283,46,79,0.1176,3
218,43,53,0.46726235741444855,2
403,51,91,0.08666666666666667,3
404,53,91,0.1176,3
406,55,93,0.8448695652173915,1
405,56,91,0.8488764044943822,1
407,57,93,0.46726235741444855,2
378,59,93,0.1176,3
397,48,68,0.9648684210526312,0
390,49,62,0.8448695652173915,1
93,41,45,0.875925925925926,1
402,52,79,0.14769230769230773,3
287,25,82,0.9543333333333338,0
288,26,82,0.8448695652173915,1
272,11,75,0.1176,3
261,14,73,0.46726235741444855,2
262,15,73,0.8488764044943822,1
249,16,68,0.46726235741444855,2
253,16,69,0.9543333333333338,0
276,17,77,0.8488764044943822,1
263,18,73,0.8488764044943822,1
394,50,66,0.8488764044943822,1
400,53,75,0.1176,3
395,52,67,0.46726235741444855,2
379,65,93,0.8488764044943822,1
347,70,93,0.46726235741444855,2
348,93,93,0.5342168674698796,2
345,82,91,0.5342168674698796,2
344,81,91,0.1176,3
346,77,92,0.46726235741444855,2
343,70,91,0.9618421052631578,0
342,88,88,0.14769230769230773,3
340,90,87,0.08666666666666667,3
335,92,85,0.875925925925926,1
341,81,88,0.46726235741444855,2
323,87,77,0.14769230769230773,3
339,81,87,0.8448695652173915,1
337,87,86,0.14769230769230773,3
334,90,85,0.5342168674698796,2
333,91,84,0.9648684210526312,0
336,75,86,0.46726235741444855,2
332,82,83,0.8488764044943822,1
377,68,84,0.46726235741444855,2
376,60,84,0.9543333333333338,0
375,68,83,0.46726235741444855,2
331,71,83,0.46726235741444855,2
330,76,81,0.8448695652173915,1
328,87,80,0.8448695652173915,1
329,89,80,0.875925925925926,1
327,76,80,0.08666666666666667,3
374,68,80,0.46726235741444855,2
326,71,79,0.46726235741444855,2
324,84,78,0.1176,3
325,91,78,0.9648684210526312,0
338,77,87,0.875925925925926,1
322,85,77,0.14769230769230773,3
401,66,78,0.46726235741444855,2
319,93,75,0.8448695652173915,1
321,76,76,0.9648684210526312,0
320,74,76,0.9543333333333338,0
317,76,75,0.8448695652173915,0
318,77,75,0.9648684210526312,0
315,83,74,0.9543333333333338,0
316,84,74,0.875925925925926,1
313,88,73,0.1176,3
312,86,73,0.44107142857142856,2
311,85,73,0.08666666666666667,3
314,73,74,0.9543333333333338,0
373,64,74,0.1176,3
399,63,73,0.875925925925926,1
309,76,73,0.8448695652173915,1
310,79,73,0.46726235741444855,2
307,86,71,0.8488764044943822,1
308,77,72,0.46726235741444855,2
398,66,72,0.8448695652173915,1
306,75,70,0.1176,3
372,61,70,0.1176,3
369,60,69,0.8488764044943822,1
370,63,69,0.5342168674698796,2
371,64,69,0.9543333333333338,0
367,82,67,0.5342168674698796,2
368,60,68,0.9543333333333338,0
366,60,67,0.8488764044943822,1
396,66,67,0.14769230769230773,3
365,91,66,0.46726235741444855,2
363,83,65,0.1176,3
364,66,66,0.8488764044943822,2
362,80,64,0.9543333333333338,0
358,89,62,0.8448695652173915,1
357,76,62,0.44107142857142856,2
361,78,64,0.8099999999999998,1
360,70,64,0.9543333333333338,0
359,63,63,0.1176,3
393,68,63,0.8488764044943822,1
356,66,62,0.8448695652173915,1
391,65,62,0.8448695652173915,1
355,62,62,0.46726235741444855,2
354,61,62,0.9618421052631578,0
392,56,63,0.9543333333333338,0
353,59,61,0.8488764044943822,1
352,86,60,0.8448695652173915,1
351,74,60,0.5342168674698796,2
350,61,60,0.9618421052631578,0
349,68,59,0.46726235741444855,2
389,70,56,0.46726235741444855,2
387,63,55,0.9648684210526312,0
386,61,54,0.9543333333333338,0
382,58,52,0.9828571428571428,0
269,19,74,0.46726235741444855,2
285,33,81,0.8448695652173915,1
279,18,78,0.46726235741444855,2
277,21,77,0.46726235741444855,2
273,17,76,0.8448695652173915,1
